km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,age
23000,Diesel,Dealer,Manual,First Owner,17,1497,121,7,3
24522,Petrol,Dealer,Manual,First Owner,20,1197,81,5,5
13663,Diesel,Dealer,Automatic,First Owner,22,1995,190,5,5
11000,Diesel,Dealer,Automatic,First Owner,19,1968,141,5,3
63000,Diesel,Dealer,Manual,First Owner,24,1248,88,5,6
2000,Petrol,Dealer,Manual,First Owner,16,1199,74,5,3
300000,Diesel,Individual,Manual,Third Owner,12,2179,120,8,8
190000,Diesel,Individual,Manual,Third Owner,19,1461,65,5,11
80000,Diesel,Individual,Manual,First Owner,26,1498,98,5,7
80000,Petrol,Individual,Manual,Second Owner,16,1198,90,5,11
54000,Petrol,Individual,Manual,First Owner,23,998,67,5,7
30000,Petrol,Individual,Manual,First Owner,23,999,67,5,4
5000,Petrol,Individual,Manual,First Owner,15,1196,73,7,3
58945,Diesel,Individual,Manual,First Owner,18,1493,100,7,7
90000,Diesel,Individual,Manual,First Owner,20,1399,68,5,10
375000,Diesel,Individual,Manual,First Owner,12,2494,102,8,11
160000,Diesel,Individual,Manual,Third Owner,20,1248,88,7,9
80000,Diesel,Individual,Manual,Second Owner,15,1598,103,5,8
50000,Petrol,Individual,Manual,Third Owner,16,796,37,4,18
80000,Diesel,Individual,Manual,Second Owner,19,1405,69,5,7
156975,Diesel,Individual,Manual,First Owner,15,2523,62,9,7
5000,Diesel,Individual,Manual,First Owner,21,1364,86,5,5
50000,Petrol,Individual,Manual,First Owner,18,1199,82,5,8
27620,Diesel,Dealer,Manual,First Owner,22,1498,98,5,4
120000,Diesel,Individual,Manual,First Owner,12,2179,120,9,9
120000,Diesel,Individual,Manual,Third Owner,14,2498,112,8,13
58000,Petrol,Individual,Manual,First Owner,17,1197,81,5,7
50000,Petrol,Individual,Manual,First Owner,16,1498,97,5,10
40000,Petrol,Individual,Automatic,First Owner,20,1197,81,5,5
7800,Petrol,Individual,Manual,First Owner,17,1199,88,5,4
50000,Petrol,Individual,Manual,First Owner,22,796,47,5,6
68000,Diesel,Individual,Manual,First Owner,13,2499,141,7,11
60000,Petrol,Individual,Manual,Second Owner,16,1373,93,7,7
74000,Petrol,Individual,Manual,Second Owner,12,1396,85,5,17
58000,Diesel,Individual,Manual,Second Owner,13,2179,138,7,11
70000,Petrol,Individual,Manual,Third Owner,19,998,66,5,11
70000,Petrol,Individual,Manual,First Owner,18,1196,86,5,7
110000,Petrol,Individual,Manual,Second Owner,20,1197,78,5,13
80000,Diesel,Individual,Manual,First Owner,22,1396,88,5,6
59000,Diesel,Individual,Manual,First Owner,24,1498,93,7,4
110000,Diesel,Individual,Manual,First Owner,25,1396,69,5,4
25000,Petrol,Individual,Manual,First Owner,21,998,67,5,2
55000,Petrol,Individual,Manual,First Owner,22,796,47,5,8
25000,Diesel,Individual,Manual,First Owner,27,793,47,5,7
300000,Diesel,Individual,Manual,First Owner,14,2498,112,7,13
143200,Diesel,Individual,Manual,First Owner,25,1498,99,5,6
60000,Diesel,Individual,Manual,First Owner,17,1956,170,5,5
120000,Diesel,Individual,Manual,First Owner,23,1461,63,5,10
145000,Diesel,Individual,Manual,Second Owner,26,1248,88,5,8
30000,Petrol,Individual,Manual,First Owner,18,1197,81,5,5
8000,Petrol,Individual,Manual,First Owner,18,1197,81,5,3
170000,Diesel,Individual,Manual,First Owner,13,2499,141,7,10
100000,Diesel,Individual,Manual,First Owner,23,1248,74,5,9
62000,Petrol,Individual,Manual,First Owner,14,796,35,5,10
110000,Diesel,Individual,Manual,First Owner,15,2179,140,7,8
80000,Diesel,Individual,Manual,Second Owner,13,2499,72,9,7
80000,Petrol,Individual,Manual,Second Owner,17,993,60,5,20
100000,Diesel,Individual,Manual,First Owner,23,1248,74,5,9
120000,Diesel,Individual,Manual,First Owner,15,2523,63,9,7
24000,Diesel,Individual,Manual,First Owner,28,1248,74,5,3
80000,Diesel,Individual,Manual,First Owner,25,1198,77,6,5
138000,Diesel,Individual,Manual,First Owner,22,1582,126,5,10
147000,Petrol,Individual,Manual,Fourth & Above Owner,18,998,67,5,19
60000,Diesel,Individual,Manual,First Owner,18,1493,100,7,5
80000,Petrol,Individual,Manual,First Owner,18,995,62,5,11
50000,Petrol,Individual,Manual,First Owner,22,796,47,5,6
189000,Diesel,Individual,Manual,First Owner,21,1248,88,5,9
90000,Diesel,Individual,Automatic,Second Owner,21,1498,103,5,8
56000,Diesel,Individual,Manual,First Owner,21,1396,88,5,8
140000,Diesel,Individual,Automatic,Second Owner,18,1995,184,5,10
60000,Petrol,Individual,Manual,First Owner,23,998,67,5,6
130000,Diesel,Individual,Manual,First Owner,15,2179,140,7,10
140000,Diesel,Individual,Automatic,Second Owner,18,1995,184,5,9
189000,Diesel,Individual,Manual,First Owner,21,1248,88,5,9
90000,Diesel,Individual,Automatic,Second Owner,21,1498,103,5,8
56000,Diesel,Individual,Manual,First Owner,21,1396,88,5,8
140000,Diesel,Individual,Automatic,Second Owner,18,1995,184,5,10
60000,Petrol,Individual,Manual,First Owner,23,998,67,5,6
130000,Diesel,Individual,Manual,First Owner,15,2179,140,7,10
140000,Diesel,Individual,Automatic,Second Owner,18,1995,184,5,9
35000,Diesel,Individual,Manual,First Owner,20,1461,83,5,6
35000,Diesel,Individual,Manual,First Owner,20,1461,83,5,7
156000,Diesel,Individual,Manual,First Owner,11,2179,138,7,11
90000,Petrol,Individual,Manual,First Owner,22,796,47,5,9
60000,Diesel,Individual,Manual,Third Owner,17,1405,70,5,14
36000,Diesel,Individual,Manual,First Owner,19,1461,108,5,6
20000,Petrol,Individual,Manual,Second Owner,21,814,55,5,5
160000,Diesel,Individual,Manual,First Owner,13,2179,138,7,11
185000,Diesel,Individual,Manual,First Owner,12,2609,116,9,16
110000,Diesel,Individual,Manual,Second Owner,17,1405,71,5,12
10800,Petrol,Individual,Manual,First Owner,25,799,53,5,4
120000,Diesel,Individual,Manual,First Owner,15,2523,62,7,10
15000,Petrol,Individual,Manual,First Owner,20,1197,81,5,3
67500,Diesel,Individual,Manual,First Owner,12,1948,68,10,10
30000,Diesel,Individual,Manual,First Owner,17,2179,153,7,5
50000,Diesel,Individual,Manual,First Owner,25,1198,77,6,6
100000,Diesel,Individual,Manual,First Owner,18,1493,100,7,6
150000,Diesel,Individual,Manual,First Owner,15,2523,63,9,6
110000,Diesel,Individual,Manual,First Owner,16,2179,140,7,7
30000,Petrol,Individual,Manual,First Owner,22,796,47,5,10
60000,Petrol,Individual,Manual,First Owner,19,796,46,5,11
255000,Diesel,Individual,Manual,Second Owner,13,2489,95,8,12
120000,Diesel,Individual,Manual,Second Owner,16,1991,123,5,14
49900,Petrol,Individual,Manual,Second Owner,22,796,47,5,7
86000,Diesel,Individual,Manual,First Owner,21,1248,88,5,10
71850,Petrol,Individual,Manual,First Owner,20,1198,67,5,7
95000,Diesel,Individual,Manual,Third Owner,21,1248,75,5,7
70000,Petrol,Individual,Manual,Fourth & Above Owner,17,1298,85,5,14
35000,Petrol,Individual,Manual,First Owner,21,814,55,5,11
50000,Petrol,Individual,Manual,First Owner,20,1197,83,5,7
120000,Diesel,Individual,Manual,Third Owner,13,2523,63,7,15
145000,Diesel,Individual,Manual,First Owner,22,1582,126,5,7
40000,Diesel,Individual,Manual,First Owner,16,2179,138,7,4
110000,Diesel,Individual,Manual,First Owner,27,1248,74,5,7
112000,LPG,Individual,Manual,Second Owner,17,1061,57,5,14
70000,Diesel,Individual,Automatic,First Owner,20,1968,143,5,5
110000,Diesel,Individual,Manual,First Owner,23,1248,73,5,6
29000,Diesel,Individual,Manual,First Owner,24,1186,73,5,4
60000,Petrol,Individual,Manual,First Owner,18,998,67,5,11
46000,Petrol,Individual,Manual,Fourth & Above Owner,16,796,37,4,18
120000,Diesel,Individual,Automatic,Third Owner,11,2179,120,8,10
80000,Petrol,Individual,Manual,First Owner,20,998,67,5,6
159000,Diesel,Individual,Manual,Second Owner,12,2494,102,7,10
110000,Diesel,Individual,Manual,Second Owner,15,2523,62,7,10
75000,Petrol,Individual,Manual,Second Owner,19,796,46,5,12
120000,Diesel,Individual,Manual,Third Owner,19,1248,73,5,12
110000,Petrol,Individual,Manual,Third Owner,17,1497,118,5,12
80000,Petrol,Individual,Manual,Fourth & Above Owner,18,995,62,5,13
80000,Petrol,Individual,Manual,Second Owner,21,814,55,5,10
71000,Diesel,Dealer,Manual,First Owner,21,1461,84,5,8
108000,Diesel,Dealer,Manual,First Owner,16,2179,140,7,11
75000,Diesel,Dealer,Manual,First Owner,19,1461,83,5,7
22000,Petrol,Individual,Manual,Second Owner,21,1462,103,5,4
76131,Diesel,Individual,Automatic,First Owner,13,2967,241,5,8
30000,Petrol,Individual,Manual,Second Owner,18,1197,81,5,4
65000,Diesel,Individual,Automatic,First Owner,12,2967,241,7,8
60000,Diesel,Individual,Manual,First Owner,15,2523,75,7,4
80000,Diesel,Individual,Manual,First Owner,22,1199,73,5,9
80000,Petrol,Individual,Automatic,Second Owner,9,2997,218,5,17
70000,Diesel,Individual,Automatic,First Owner,12,2967,241,7,10
51777,Diesel,Dealer,Manual,First Owner,24,1248,88,5,5
64788,Diesel,Dealer,Automatic,First Owner,0,2179,115,5,9
20000,Petrol,Individual,Manual,First Owner,19,1199,88,5,4
19000,Petrol,Individual,Manual,First Owner,18,999,75,5,4
46951,Petrol,Individual,Manual,First Owner,18,796,53,5,22
19000,Petrol,Individual,Manual,First Owner,20,1198,67,5,6
50000,Diesel,Individual,Manual,First Owner,22,1498,98,5,6
60000,Diesel,Individual,Manual,First Owner,19,1582,126,5,7
100000,Diesel,Individual,Manual,Second Owner,19,1461,108,5,9
10000,Petrol,Individual,Manual,First Owner,17,993,60,5,21
50000,Diesel,Individual,Manual,Second Owner,22,1248,74,5,10
74537,Petrol,Individual,Manual,Second Owner,20,998,67,5,8
90000,Petrol,Individual,Automatic,Second Owner,12,1586,103,5,13
70000,Petrol,Individual,Manual,Second Owner,18,995,62,5,12
80000,Petrol,Individual,Manual,Second Owner,18,1061,67,5,12
35000,Diesel,Individual,Manual,First Owner,24,1120,71,5,6
23500,Petrol,Individual,Manual,First Owner,18,1199,76,5,7
82000,Diesel,Individual,Manual,First Owner,25,1498,97,5,5
100000,Diesel,Individual,Manual,Second Owner,12,2494,100,8,8
15000,Petrol,Individual,Manual,First Owner,18,1197,81,5,4
30000,Diesel,Individual,Manual,First Owner,27,1248,74,5,5
30000,Petrol,Individual,Manual,First Owner,18,1197,82,5,6
11000,Petrol,Individual,Manual,First Owner,21,998,67,5,3
140000,Petrol,Individual,Manual,First Owner,19,1198,67,7,5
110000,Diesel,Individual,Manual,First Owner,23,1248,88,5,6
48000,Petrol,Individual,Manual,First Owner,20,998,67,5,10
70000,Diesel,Individual,Manual,Second Owner,22,1248,74,5,10
70000,Petrol,Individual,Manual,Second Owner,22,1197,81,5,4
58000,Diesel,Individual,Manual,First Owner,15,1997,120,7,6
40000,LPG,Individual,Manual,Fourth & Above Owner,17,1061,57,5,12
90000,Petrol,Individual,Manual,Second Owner,17,993,60,5,17
40000,Diesel,Individual,Manual,Second Owner,14,2498,112,7,12
110000,Diesel,Individual,Manual,First Owner,12,2179,120,9,9
80000,Diesel,Individual,Manual,Second Owner,11,2179,138,7,15
60000,Diesel,Individual,Manual,First Owner,24,1248,88,5,5
50000,Diesel,Individual,Manual,First Owner,15,2523,62,7,7
25000,Petrol,Individual,Manual,First Owner,23,1199,84,5,5
100000,Diesel,Individual,Manual,Second Owner,22,1248,74,5,11
52000,Diesel,Individual,Manual,Third Owner,19,1248,73,5,10
80000,Petrol,Individual,Manual,Third Owner,19,1086,68,5,12
85000,Diesel,Individual,Manual,First Owner,25,1498,98,5,6
83000,Diesel,Individual,Manual,First Owner,24,1248,88,5,6
50000,Petrol,Individual,Manual,First Owner,22,796,47,5,9
120000,Petrol,Individual,Manual,Fourth & Above Owner,18,1061,67,5,13
100000,Diesel,Individual,Manual,First Owner,15,2523,62,7,8
70000,Diesel,Individual,Manual,Third Owner,22,1248,74,5,10
19000,Petrol,Individual,Manual,First Owner,19,796,46,5,14
68600,Petrol,Individual,Manual,Third Owner,17,1497,118,5,13
60000,Diesel,Individual,Manual,First Owner,16,1493,70,7,5
65000,Diesel,Individual,Manual,Second Owner,15,2523,62,7,8
40000,Petrol,Individual,Manual,Second Owner,16,1497,116,5,10
25000,Petrol,Individual,Manual,First Owner,23,998,67,5,6
29500,Petrol,Individual,Manual,First Owner,20,998,67,5,10
13887,Petrol,Individual,Manual,First Owner,17,1591,121,5,4
50000,Petrol,Individual,Manual,Second Owner,22,796,47,5,6
30000,Petrol,Individual,Manual,Second Owner,25,799,53,5,6
100000,Petrol,Individual,Manual,First Owner,22,796,47,5,10
60000,Petrol,Individual,Manual,Second Owner,14,1399,92,5,11
60000,Diesel,Individual,Manual,Second Owner,22,1396,88,5,6
120000,Diesel,Individual,Manual,First Owner,19,1405,70,5,11
13500,Petrol,Individual,Manual,First Owner,17,1497,121,5,5
52000,Diesel,Individual,Manual,First Owner,20,1248,75,5,9
30000,Petrol,Individual,Manual,Second Owner,21,1197,83,5,5
14000,Petrol,Individual,Manual,First Owner,19,1197,82,5,5
90000,Diesel,Individual,Manual,Second Owner,15,2179,147,7,8
50000,Diesel,Individual,Manual,First Owner,24,1047,69,5,4
120000,Diesel,Individual,Manual,Second Owner,13,2489,95,8,12
10000,Petrol,Individual,Manual,First Owner,21,814,55,5,4
10000,Petrol,Individual,Manual,First Owner,21,1197,83,5,4
25000,Petrol,Individual,Manual,First Owner,20,1373,91,5,4
20000,Petrol,Individual,Manual,First Owner,17,1591,121,5,5
60000,Diesel,Individual,Manual,First Owner,22,1248,74,5,9
40000,Petrol,Individual,Manual,First Owner,18,1197,81,5,4
60000,Diesel,Individual,Manual,First Owner,19,1248,73,5,10
50000,Petrol,Individual,Automatic,First Owner,16,1197,82,5,7
20000,Petrol,Individual,Manual,First Owner,17,1591,121,5,5
35000,Petrol,Individual,Manual,First Owner,24,796,47,5,5
40000,Diesel,Individual,Manual,First Owner,28,1248,88,5,6
60000,Diesel,Individual,Manual,First Owner,21,1497,108,5,4
20000,Petrol,Individual,Manual,First Owner,17,1591,121,5,7
30000,Petrol,Individual,Manual,Second Owner,17,1497,121,5,5
29000,Petrol,Individual,Manual,First Owner,23,998,67,5,7
17000,Diesel,Individual,Manual,First Owner,20,1497,115,5,3
50000,Petrol,Individual,Manual,First Owner,20,998,67,5,5
42000,Petrol,Individual,Automatic,First Owner,18,1368,98,5,4
120000,Diesel,Individual,Manual,Second Owner,12,2494,102,8,11
110000,Diesel,Individual,Manual,First Owner,21,1461,65,5,10
90000,Diesel,Individual,Manual,First Owner,23,1396,70,5,10
70000,Petrol,Individual,Manual,First Owner,23,1197,88,5,2
66000,Diesel,Individual,Manual,Second Owner,20,1598,105,5,11
70000,Diesel,Individual,Manual,Third Owner,16,1493,110,5,11
5000,Petrol,Individual,Automatic,First Owner,14,1591,121,5,4
50000,Diesel,Individual,Manual,Second Owner,21,1461,65,5,8
25000,Petrol,Individual,Manual,First Owner,15,1598,103,5,3
70000,Diesel,Individual,Manual,First Owner,23,1248,74,5,9
40000,Petrol,Individual,Manual,Second Owner,16,796,37,4,16
110000,Diesel,Individual,Manual,First Owner,16,2179,140,7,6
150000,Diesel,Individual,Manual,First Owner,13,2179,138,7,13
45000,Diesel,Individual,Manual,First Owner,19,1405,70,5,8
90000,Diesel,Individual,Manual,Third Owner,16,1405,70,5,17
140000,Diesel,Individual,Manual,Second Owner,11,2179,138,7,11
83000,Petrol,Individual,Manual,Second Owner,13,1299,70,5,19
106000,Diesel,Individual,Automatic,Second Owner,16,1968,138,5,11
60000,Petrol,Individual,Manual,Fourth & Above Owner,15,1150,74,5,14
40000,Petrol,Individual,Manual,Second Owner,16,796,34,8,5
138000,Petrol,Individual,Manual,Third Owner,17,1197,80,5,11
80000,Petrol,Individual,Manual,First Owner,22,796,47,5,7
50000,Petrol,Individual,Manual,Second Owner,15,1341,83,5,17
50000,Petrol,Individual,Manual,First Owner,18,1199,82,5,7
120000,Petrol,Individual,Manual,First Owner,18,1197,85,5,13
24400,Petrol,Individual,Manual,First Owner,22,1197,81,5,4
60000,Diesel,Individual,Manual,Second Owner,15,2523,62,7,9
120000,Petrol,Individual,Manual,Second Owner,18,1197,85,5,12
60000,Diesel,Individual,Manual,Second Owner,24,1396,88,5,7
100000,Petrol,Individual,Manual,Second Owner,19,796,46,5,11
120000,Petrol,Individual,Manual,Second Owner,16,796,37,4,11
27500,Petrol,Individual,Manual,First Owner,25,799,53,5,6
10000,Petrol,Individual,Manual,First Owner,16,796,37,4,15
120000,Petrol,Individual,Manual,Third Owner,18,1197,80,5,12
80000,Diesel,Individual,Manual,First Owner,22,1396,88,5,7
120000,Petrol,Individual,Manual,First Owner,15,1193,64,5,9
90000,Diesel,Individual,Manual,First Owner,24,1120,71,5,7
70000,Diesel,Individual,Manual,First Owner,20,1399,68,5,9
188000,Diesel,Individual,Manual,Second Owner,19,1461,108,5,8
67840,Petrol,Individual,Manual,First Owner,18,995,62,5,11
30000,Petrol,Individual,Manual,First Owner,25,624,37,4,9
35000,Petrol,Individual,Manual,Second Owner,22,796,47,5,6
100000,Diesel,Individual,Manual,First Owner,24,1248,88,5,5
30000,Petrol,Individual,Manual,First Owner,20,998,67,5,5
70000,Petrol,Individual,Manual,First Owner,18,1197,82,5,6
380000,Diesel,Individual,Manual,Second Owner,13,2523,63,7,12
15000,Petrol,Individual,Manual,First Owner,16,1199,74,5,4
140000,Diesel,Individual,Manual,Second Owner,13,1399,68,5,13
120000,Petrol,Individual,Manual,Third Owner,19,796,35,8,12
112880,Diesel,Dealer,Manual,First Owner,25,1248,74,5,15
135000,Diesel,Dealer,Manual,Second Owner,19,1405,70,5,9
80000,Petrol,Individual,Manual,Third Owner,18,998,67,5,16
128000,Petrol,Individual,Manual,Third Owner,18,1199,79,5,10
120000,Diesel,Individual,Manual,First Owner,13,2523,63,7,11
30000,Petrol,Individual,Automatic,First Owner,12,1586,103,5,12
70000,Petrol,Individual,Manual,First Owner,17,1198,108,5,4
41000,Petrol,Individual,Manual,First Owner,18,1197,81,5,7
30000,Petrol,Individual,Manual,Second Owner,19,796,46,5,16
30000,Petrol,Individual,Manual,First Owner,23,998,67,5,7
35000,Petrol,Individual,Manual,First Owner,16,1495,93,5,11
22000,Petrol,Individual,Manual,First Owner,15,1586,104,5,12
70000,Petrol,Individual,Manual,First Owner,18,998,67,5,16
70000,Diesel,Individual,Manual,First Owner,16,1493,70,7,4
200000,Diesel,Individual,Manual,Second Owner,10,2179,120,8,17
120000,Diesel,Individual,Manual,First Owner,13,2179,138,7,11
3000,Petrol,Individual,Manual,First Owner,20,1197,81,5,3
50000,Petrol,Individual,Manual,First Owner,20,998,67,5,10
50000,Diesel,Individual,Manual,First Owner,15,2523,62,7,9
1500,Petrol,Individual,Automatic,First Owner,18,1199,88,5,3
74000,Diesel,Individual,Manual,First Owner,22,1498,108,5,5
25000,Petrol,Individual,Manual,First Owner,18,1199,88,5,5
61915,Diesel,Individual,Manual,First Owner,27,1498,98,5,6
110000,Petrol,Individual,Manual,First Owner,21,814,55,5,6
70000,Diesel,Individual,Manual,First Owner,20,1498,88,5,6
150000,Diesel,Individual,Manual,Fourth & Above Owner,17,1248,75,5,15
110000,Diesel,Individual,Manual,Second Owner,17,1493,100,7,9
90000,Diesel,Individual,Manual,Second Owner,25,936,56,5,8
120000,Petrol,Individual,Manual,Third Owner,15,1196,70,5,12
65000,Diesel,Individual,Manual,First Owner,12,2494,100,8,6
10000,Petrol,Individual,Manual,First Owner,20,1197,81,5,3
80000,Petrol,Individual,Manual,Second Owner,20,1197,78,5,13
184000,Diesel,Individual,Manual,First Owner,20,1248,88,7,9
80000,CNG,Individual,Manual,Second Owner,32,998,58,5,9
70000,Petrol,Individual,Manual,Second Owner,17,993,60,5,17
89000,Petrol,Individual,Manual,Second Owner,15,1586,104,5,14
33033,Petrol,Dealer,Manual,First Owner,19,1198,86,5,8
69000,Diesel,Individual,Manual,Second Owner,22,1248,74,5,9
63063,Petrol,Dealer,Automatic,First Owner,18,1197,82,5,7
90000,Diesel,Individual,Manual,Second Owner,25,1396,69,5,10
8000,Petrol,Individual,Manual,First Owner,21,814,55,5,5
35000,Petrol,Individual,Manual,First Owner,17,1197,80,5,10
45000,Petrol,Individual,Manual,First Owner,17,1197,80,5,11
30000,Diesel,Individual,Manual,First Owner,20,1248,91,5,11
59000,Petrol,Individual,Manual,Second Owner,16,796,37,4,16
6200,Petrol,Individual,Manual,First Owner,19,1462,103,7,4
120000,Petrol,Individual,Manual,Second Owner,21,998,67,5,2
70000,Petrol,Individual,Manual,First Owner,20,998,67,5,6
